Location,Month,Year,Season
Upper Antelope Canyon Navajo Tours,05,2018,Spring
"New York, New York",05,2018,Spring
Grand Teton National Park,05,2018,Spring
"Rosemary Beach, Florida",05,2018,Spring
"Philadelphia, Pennsylvania",05,2018,Spring
Dodger Stadium,05,2018,Spring
FLYBurger,05,2018,Spring
Moxy NYC Times Square,05,2018,Spring
Hrabstwo Durham,05,2018,Spring
"Colonial Parking - Inner Harbor - Baltimore, MD",05,2018,Spring
Main Street Bridge,05,2018,Spring
Starbucks,05,2018,Spring
"Tijuana, Baja California",05,2018,Spring
Washington Historic District,05,2018,Spring
Monument Valley,05,2018,Spring
"San Francisco, California",05,2018,Spring
United States Capitol,05,2018,Spring
"Davisville, Missouri",05,2018,Spring
"Yosemite National Park, USA",05,2018,Spring
"Times Square, New York, United States of America.",05,2018,Spring
Conservatory of Flowers,05,2018,Spring
"Newport Beach, California",05,2018,Spring
"Nassau, Bahamas",05,2018,Spring
Cadillac Ranch,05,2018,Spring
Hotel Caesars Tijuana,05,2018,Spring
Old Point Loma Lighthouse,05,2018,Spring
Central Park Manhatan,05,2018,Spring
The High Line,05,2018,Spring
Downtown Pittsburgh,05,2018,Spring
"Atascadero, California",05,2018,Spring
Roosevelt Island,05,2018,Spring
"Bentonville, Arkansas",05,2018,Spring
"Manhattan, New York",05,2018,Spring
Downtown Fargo District,05,2018,Spring
The Fargo Theatre,05,2018,Spring
"Chicago, Illinois",05,2018,Spring
"Nassau, Bahamas",05,2018,Spring
Grand Canyon Helicopter Tour,05,2018,Spring
Flatiron Building,05,2018,Spring
Miami International Airport - MIA,05,2018,Spring
"San Diego, California",05,2018,Spring
Old Town San Diego State Historic Park,05,2018,Spring
"Los Angeles, California",11,2017,Fall
Bellagio Las Vegas,05,2018,Spring
"Panguitch Lake Resort, Utah",05,2018,Spring
"San Francisco, California",05,2018,Spring
Horseshoe Bend,05,2018,Spring
Grand Canyon Helicopter Tour,05,2018,Spring
Grand Canyon Helicopter Tour,05,2018,Spring
Grand Canyon Helicopter Tour,05,2018,Spring
Empire State Building,05,2018,Spring
Dealey Plaza John F. Kennedy Assassination Site.Dallas TX,05,2018,Spring
Starbucks,05,2018,Spring
Universal Studios Hollywood,05,2018,Spring
Grand Canyon Helicopter Tour,05,2018,Spring
Old Town San Diego State Historic Park,05,2018,Spring
"Seattle, Washington",02,2018,Winter
Clearwater Beach,05,2018,Spring
"Manhattan, New York",05,2018,Spring
"""Charging Bull"", Bowling Green, Manhattan, New York City",05,2018,Spring
Santa Monica Pier,05,2018,Spring
"DUMBO, Brooklyn",05,2018,Spring
"Rosemary Beach, Florida",05,2018,Spring
"Castro District, San Francisco",05,2018,Spring
42st Times Square,05,2018,Spring
"New York, New York",05,2018,Spring
Cañón del Antílope,05,2018,Spring
Minute Maid Park,05,2018,Spring
"DUMBO, Brooklyn",05,2018,Spring
Duke University Chapel,05,2018,Spring
"New York, New York",05,2018,Spring
Storm King Art Center,05,2018,Spring
"DUMBO, Brooklyn",05,2018,Spring
St. Patrick's Cathedral,05,2018,Spring
Horseshoe Bend,05,2018,Spring
"Durham, North Carolina",05,2018,Spring
Golden Gate Bridge,05,2018,Spring
"New York, New York",05,2018,Spring
Mission Street SF,05,2018,Spring
"SoHo, Manhattan",05,2018,Spring
Washington (ciudad),05,2018,Spring
"Queens, New York",05,2018,Spring
Route 66,05,2018,Spring
Grand Canyon National Park,05,2018,Spring
"Kanab, Utah",05,2018,Spring
"Newport Beach, California",05,2018,Spring
"Monterey, California",05,2018,Spring
Statue of Liberty National Monument,01,2017,Winter
"Fort Pierce, Florida",05,2018,Spring
Historic Route 66,05,2018,Spring
"Seattle, Washington",05,2018,Spring
"New York, New York",05,2018,Spring
The Fargo Theatre,05,2018,Spring
Golden Gate Bridge,05,2018,Spring
Downtown Fargo District,05,2018,Spring
"New York, New York",05,2018,Spring
Griffith Observatory,05,2018,Spring
Fabulous Las Vegas,05,2018,Spring
Arizona,05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
Death Valley National Park,05,2018,Spring
Universal Studios Orlando/Citywalk,05,2018,Spring
"Seattle, Washington",05,2018,Spring
"Times Square, New York City",05,2018,Spring
"San Francisco, California",05,2018,Spring
"Washington, District of Columbia",05,2018,Spring
"New York, New York",05,2018,Spring
"Times Square, New York City",05,2018,Spring
Empire State Building,05,2018,Spring
"Breckenridge, Colorado",05,2018,Spring
Florida,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
"Statue Of Liberty, Liberty Island, New York City",05,2018,Spring
"Statue Of Liberty, Liberty Island, New York City",05,2018,Spring
"Point Loma, San Diego",05,2018,Spring
"Miami Beach, Florida",05,2018,Spring
"Brooklyn, New York",05,2018,Spring
Fisherman's Wharf,05,2018,Spring
Antelope Canyon,05,2018,Spring
California,05,2018,Spring
"Key West, Florida",05,2018,Spring
"Amelia City, Florida",05,2018,Spring
Koreatown,05,2018,Spring
"The Metropolitan Museum of Art, New York",05,2018,Spring
"Seattle, Washington",05,2018,Spring
Horseshoe Bend,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Santa Monica Pier,05,2018,Spring
Yosemite National Park,05,2018,Spring
Salvation Mountain,05,2018,Spring
"San Francisco, California",05,2018,Spring
"DUMBO, Brooklyn",05,2018,Spring
"Brooklyn, New York",05,2018,Spring
Eno River,05,2018,Spring
California-Route66,05,2018,Spring
Meteor Crater Natural Landmark,05,2018,Spring
Antelope Canyon,05,2018,Spring
United States Capitol,05,2018,Spring
W New York - Times Square,05,2018,Spring
Statue Of Liberty,05,2018,Spring
Lower Antelope Canyon,05,2018,Spring
Philadelphia's Magic Gardens,05,2018,Spring
Fisherman's Wharf,05,2018,Spring
Dempsey's Public House,05,2018,Spring
Downtown Fargo District,05,2018,Spring
"New York, New York",05,2018,Spring
"New York, New York",05,2018,Spring
"New York, New York",05,2018,Spring
"San Francisco, California",05,2018,Spring
McAfee Knob,05,2018,Spring
LACMA Los Angeles County Museum of Art,05,2018,Spring
Flintstones Bedrock City,05,2018,Spring
Princeton University,05,2018,Spring
Cape Cod,05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
Deep Ellum,05,2018,Spring
San Francisco City Hall,05,2018,Spring
United States Capitol,05,2018,Spring
"New York, New York",05,2018,Spring
"New York, Central Park",05,2018,Spring
"Dallas, Texas",05,2018,Spring
"Desert View, Grand Canyon",05,2018,Spring
Disney's Hollywood Studios,05,2018,Spring
"Milwaukee, Wisconsin",05,2018,Spring
Brooklyn Heights Promenade,05,2018,Spring
"Arlington, Texas",05,2018,Spring
National Zoological Park,05,2018,Spring
DFW Airport,05,2018,Spring
Brookfield Place New York,05,2018,Spring
"Long Branch, New Jersey",05,2018,Spring
Bryant Park,05,2018,Spring
Playa Mia Grand Beach Park,05,2018,Spring
"Washington, District of Columbia",05,2018,Spring
Grand Central Terminal,05,2018,Spring
Chatrapati Shivaji International Airport,05,2018,Spring
"New York, New York",05,2018,Spring
The Hoover Dam,05,2018,Spring
Cape Cod,05,2018,Spring
Statue Of Liberty,05,2018,Spring
Las Vegas Strip,05,2018,Spring
"Grand Cayman, Caribbean Islands",05,2018,Spring
"New York Public Library, Stephen A. Schwarzman Building",05,2018,Spring
"Homewood, Alabama",05,2018,Spring
The Boiler Room Fargo,05,2018,Spring
Downtown Fargo District,05,2018,Spring
Paul Smith Melrose,05,2018,Spring
"Durham, North Carolina",05,2018,Spring
"Miami, Florida",05,2018,Spring
California Highway 99 South,05,2018,Spring
"Moab, Utah",05,2018,Spring
Twin Peaks (San Francisco),05,2018,Spring
Matthaei Botanical Gardens,05,2018,Spring
Golden Gate Park,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
"Gillette, Wyoming",05,2018,Spring
Statue Of Liberty,05,2018,Spring
Las Vegas Strip,05,2018,Spring
"Times Square, New York, United States of America.",05,2018,Spring
The Friends Apartment Building,05,2018,Spring
Millennium Park,05,2018,Spring
Loews Miami Beach Hotel,05,2018,Spring
Hollywood Walk of Fame,05,2018,Spring
Little Havana,05,2018,Spring
"Hambden, Ohio",05,2018,Spring
"Williamsburg, Brooklyn",05,2018,Spring
Sauk Prairie Memorial Hosp.,05,2018,Spring
"Austin, Texas",05,2018,Spring
Bellagio Las Vegas,05,2018,Spring
"Miami, Florida",05,2018,Spring
Las Vegas Strip,05,2018,Spring
"Hanksville, Utah",05,2018,Spring
"North Topsail Beach, North Carolina",05,2018,Spring
Grand Canyon National Park,05,2018,Spring
Apollo-Saturn V Center,05,2018,Spring
"Pacific Grove, California",05,2018,Spring
"Los Angeles, California",05,2018,Spring
"Delray Beach, Florida",05,2018,Spring
"Southern Most Part of the US ""Key West""",05,2018,Spring
"Santa Monica, California",05,2018,Spring
"Venice, California",05,2018,Spring
Magic Kingdom - Walt Disney World,05,2018,Spring
Omni Parker House,05,2018,Spring
Big Al's Vancouver,05,2018,Spring
Golden Gate Park,05,2018,Spring
Frenchmen Street,05,2018,Spring
"New Orleans, Louisiana",05,2018,Spring
Arizona,05,2018,Spring
Castello di Amorosa Winery,05,2018,Spring
"Chicago, Illinois",05,2018,Spring
Thomas Jefferson Memorial,05,2018,Spring
"Capital Hill, Washington, DC",05,2018,Spring
"Jack Daniels Distillery, Lynchburg, TN",05,2018,Spring
Virginia Weaver Park And Softball Complex,05,2018,Spring
Skydeck Chicago,05,2018,Spring
"Northbrook, Illinois",05,2018,Spring
Smithsonian National Air and Space Museum Steven F. Udvar-Hazy Center,05,2018,Spring
"Times Square, New York City",05,2018,Spring
China Pavilion,05,2018,Spring
"Ocho Rios, Jamaica",05,2018,Spring
"National Air and Space Museum, Smithsonian Institution",05,2018,Spring
MSC Seaside,05,2018,Spring
MSC Seaside,05,2018,Spring
"Panguitch, Utah",05,2018,Spring
"New York, New York",05,2018,Spring
Golden Gate Bridge,05,2018,Spring
Conservatory of Flowers,05,2018,Spring
Grand Central Terminal,05,2018,Spring
Las Vegas Strip,05,2018,Spring
Willis Tower,05,2018,Spring
"Drumore, Pennsylvania",05,2018,Spring
"Chicago, Illinois",05,2018,Spring
Monument Valley,05,2018,Spring
Statue Of Liberty,05,2018,Spring
Horseshoe Bend,05,2018,Spring
Las Vegas Strip,05,2018,Spring
National Museum of American History,05,2018,Spring
"Ann Arbor, Michigan",05,2018,Spring
"New York, New York",05,2018,Spring
Chapman Falls,05,2018,Spring
Grand Canyon National Park,05,2018,Spring
"Miami Beach, Florida",05,2018,Spring
Starbucks,05,2018,Spring
Bryce Canyon National Park,05,2018,Spring
Smithsonian National Air and Space Museum Steven F. Udvar-Hazy Center,05,2018,Spring
"Chicago, Illinois",05,2018,Spring
"New York, New York",05,2018,Spring
Google Android Statues Park,05,2018,Spring
Millennium Park,05,2018,Spring
Carrie Bradshaw's Apartment,05,2018,Spring
"Joshua Tree, California",05,2018,Spring
Smithsonian National Air and Space Museum Steven F. Udvar-Hazy Center,05,2018,Spring
Coney Island,05,2018,Spring
Smithsonian National Air and Space Museum Steven F. Udvar-Hazy Center,05,2018,Spring
Capitol at Washington DC,05,2018,Spring
"Sequoia National Park, California",05,2018,Spring
Sheridan Dr & Evans St,05,2018,Spring
PIER 39,05,2018,Spring
Nashville International Airport,05,2018,Spring
Greyhound Bus,05,2018,Spring
Carrie Bradshaw's Apartment,05,2018,Spring
John F. Kennedy International Airport,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Melton Mowbray,05,2018,Spring
"Santa Monica, California",05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
"Lafayette Square Historic District, Washington, D.C.",05,2018,Spring
Santa Monica Beach,05,2018,Spring
"New York, New York",05,2018,Spring
K-Elements BBQ,05,2018,Spring
Rockefeller Center New York,05,2018,Spring
"San Francisco, California",05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
Hawaii,05,2018,Spring
Statue Of Liberty And Ellis Island Immigration Museum,05,2018,Spring
Papaya King,05,2018,Spring
"Lindcove, California",05,2018,Spring
Guggenheim Museum,05,2018,Spring
National Mall and Memorial Parks,05,2018,Spring
Jedediah Smith Redwoods State Park,05,2018,Spring
"Orland Park, Illinois",07,2016,Summer
Statue Of Liberty,05,2018,Spring
"Big Sur, California",05,2018,Spring
"Flatiron District, NYC",05,2018,Spring
阿美飯店,05,2018,Spring
"Miami Beach, Florida",05,2018,Spring
"San Antonio, Texas",05,2018,Spring
"Times Square, New York, United States of America.",05,2018,Spring
Brooklyn Botanic Garden,05,2018,Spring
Superior Dairy,05,2018,Spring
"Arts District, Las Vegas",05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Central Park,05,2018,Spring
Georgia Aquarium,05,2018,Spring
"New York, New York",05,2018,Spring
United States Capitol,05,2018,Spring
Pacific Beach,05,2018,Spring
"Sequoia National Park, California",05,2018,Spring
Las Vegas Strip,05,2018,Spring
The White House,05,2018,Spring
Cape Canaveral Air Force Station,05,2018,Spring
"Chicago, Illinois",05,2018,Spring
Hollywood Sign,05,2018,Spring
The Chicago Theatre,05,2018,Spring
University of Southern California,05,2018,Spring
"Chicago, Illinois",05,2018,Spring
Sheraton Cerritos Hotel,05,2018,Spring
Lone Cypress,05,2018,Spring
"San Francisco, California",05,2018,Spring
Seven Magic Mountains,05,2018,Spring
"Pebble Beach - 17mile Loop, California.",05,2018,Spring
Universal's Vulcano Bay,05,2018,Spring
Horseshoe Bend,05,2018,Spring
一甲子餐飲 - 祖師廟焢肉飯、刈包,05,2018,Spring
"Half Moon Bay, California",05,2018,Spring
"Sedona, Arizona",05,2018,Spring
"New York, New York",05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Paradise Island Bahamas,05,2018,Spring
"New York, New York",05,2018,Spring
"Atlanta, Georgia",05,2018,Spring
Mother's Ale House & Grill,05,2018,Spring
Nationals Park,05,2018,Spring
"New York, New York",05,2018,Spring
Hollywood Walk of Fame,05,2018,Spring
BAPS Shri Swaminarayan Mandir Houston,05,2018,Spring
BAPS Shri Swaminarayan Mandir Houston,05,2018,Spring
United States,05,2018,Spring
"Austin, Texas",05,2018,Spring
"New York, New York",05,2018,Spring
"Metuchen, New Jersey",05,2018,Spring
"Venice, California",05,2018,Spring
Somewhere Under the Blue Sky,05,2018,Spring
Thousand Islands,05,2018,Spring
Grand Canyon National Park,05,2018,Spring
Las Vegas Strip,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
"South Rim of the Grand Canyon, AZ",05,2018,Spring
NYPL The New York Public Library,05,2018,Spring
"Boston, Massachusetts",05,2018,Spring
Liberty Island,05,2018,Spring
Renwick Gallery,05,2018,Spring
Hirshhorn Museum and Sculpture Garden,05,2018,Spring
Chicago Downtown,05,2018,Spring
Golden Gate Bridge,05,2018,Spring
Universal Studios,05,2018,Spring
"Niagara Falls, Ontario, Canada",05,2018,Spring
Disney's Animal Kingdom,05,2018,Spring
"The Metropolitan Museum of Art, New York",05,2018,Spring
"The Metropolitan Museum of Art, New York",05,2018,Spring
"The Metropolitan Museum of Art, New York",05,2018,Spring
"Intrepid Sea, Air & Space Museum",05,2018,Spring
High Line Park - W 30th St,05,2018,Spring
"Memphis, Tennessee. Mississippi River",05,2018,Spring
Tri-City Animal Shelter & Adoption Center,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
"Santa Monica, California",05,2018,Spring
"Brooklyn, New York",05,2018,Spring
"New York, New York",05,2018,Spring
Glam Factory Vintage,05,2018,Spring
Encore Hotel,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Golden Gate Bridge,05,2018,Spring
"Philadelphia, Pennsylvania",05,2018,Spring
Golden Gate Bridge,05,2018,Spring
"Desert View, Grand Canyon",05,2018,Spring
Flamingo Las Vegas Hotel & Casino,05,2018,Spring
"Dallas, Texas",05,2018,Spring
Pearl Harbor,05,2018,Spring
Kompleks startowy 39 centrum Kennedy’ego,05,2018,Spring
"Wroclaw, Poland",05,2018,Spring
"Ann Arbor, Michigan",05,2018,Spring
Downtown Los Angeles,05,2018,Spring
Harvard University,05,2018,Spring
"New York, Central Park",05,2018,Spring
"New York, New York",05,2018,Spring
"New York, New York",05,2018,Spring
點點心台灣 Dimdimsum Taiwan,05,2018,Spring
"New York, New York",05,2018,Spring
N.A.S.A. Space Kennedy Center,05,2018,Spring
"Dodger Stadium,Los Angeles,CA",05,2018,Spring
"Texas Roadhouse - McKinney, TX",05,2018,Spring
"Al Hirschfeld Theatre, Broadway",05,2018,Spring
"Chicago, Illinois",05,2018,Spring
Baker Beach,05,2018,Spring
"Philadelphia, Pennsylvania",05,2018,Spring
Lake Powell,05,2018,Spring
Mount Si Golf Course,05,2018,Spring
"Napa, California",05,2018,Spring
"New York, New York",05,2018,Spring
"San Francisco, California",05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
Anastasia State Park,05,2018,Spring
Disney's Magic Kingdom,05,2018,Spring
The Bean,05,2018,Spring
Welcome to Fabulous Las Vegas sign,05,2018,Spring
Cape Cod,05,2018,Spring
"New York, New York",05,2018,Spring
The Incredible Hulk Coaster,05,2018,Spring
Mount Si Golf Course,05,2018,Spring
GRU Airport - Aeroporto Internacional de São Paulo,05,2018,Spring
Fenway Park,05,2018,Spring
Oregon,05,2018,Spring
Fabulous Las Vegas,05,2018,Spring
Oxbow Public Market,05,2018,Spring
Universal Studios Island Of Adventures- Jurassic Park River Adventure,05,2018,Spring
The Venetian Resort Las Vegas,05,2018,Spring
Caesars Palace,05,2018,Spring
St Petersburg Municipal Marina,05,2018,Spring
"Statue Of Liberty, Liberty Island, New York City",05,2018,Spring
"Scranton, Pennsylvania",05,2018,Spring
"Big Sur, California",05,2018,Spring
Mount Hood,05,2018,Spring
High Line Park - W 30th St,05,2018,Spring
M&M'S World,05,2018,Spring
"Disneyland, Los Angeles, California",05,2018,Spring
Chicago metropolitan area,05,2018,Spring
Lincoln Memorial,05,2018,Spring
The Cleveland Museum of Art,05,2018,Spring
Battery Golden Gate Lookout,05,2018,Spring
Sunset Pier ~ Key West,05,2018,Spring
FrenchQuarter NewOrleans,05,2018,Spring
"South Beach, Miami",05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
Cape Cod,05,2018,Spring
"Hell's Kitchen, Manhattan",05,2018,Spring
"Boston, Massachusetts",05,2018,Spring
McConnell's Fine Ice Creams,05,2018,Spring
"Nassau, Bahamas",05,2018,Spring
Cloud Gate,05,2018,Spring
Washington DC,05,2018,Spring
Epcot - Walt Disney World,05,2018,Spring
The White House,05,2018,Spring
Walt Disney World,05,2018,Spring
Walt Disney World Resort,05,2018,Spring
Brooklyn Bridge,05,2018,Spring
"Boston, Massachusetts",05,2018,Spring
Downtown Cleveland,05,2018,Spring
Downtown Cleveland,05,2018,Spring
Lake Washington,05,2018,Spring
Lake Washington,05,2018,Spring
South Congress,05,2018,Spring
Midtown Manhattan,05,2018,Spring
Flatiron Building,05,2018,Spring
"Seattle, Washington",05,2018,Spring
TAO,05,2018,Spring
"Hillsboro, Oregon",05,2018,Spring
"Museum of Science, Boston",05,2018,Spring
Brooklyn Bridge,05,2018,Spring
Yarrow Bay Marina,05,2018,Spring
Yarrow Bay Marina,05,2018,Spring
Route 66,05,2018,Spring
Death Valley National Park,05,2018,Spring
Mission Rock Resort,05,2018,Spring
"Las Vegas, Nevada",05,2018,Spring
UCLA,05,2018,Spring
Navy Pier,05,2018,Spring
"West Yellowstone, Montana",05,2018,Spring
"Fort Myers, Florida",03,2018,Spring
"Fort Myers, Florida",03,2018,Spring
South Chagrin Reservation,05,2018,Spring
South Chagrin Reservation,05,2018,Spring
"San Francisco, California",05,2018,Spring
TD Garden,04,2018,Spring
Las Vegas Strip,04,2018,Spring
Šumava National Park,04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
"MOCA | The Museum of Contemporary Art, Los Angeles",04,2018,Spring
CONVERSE,04,2018,Spring
"Soho, Lower East Manhattan, New York City",04,2018,Spring
Mama's on Washington Square,04,2018,Spring
Mama's on Washington Square,04,2018,Spring
Royal Floridian Resort by Spinnaker,04,2018,Spring
Blackwell Forest Preserve,04,2018,Spring
"Kailua-Kona, Hawaii",04,2018,Spring
Canyon de Chelly National Monument,04,2018,Spring
Antelope Canyon,04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Flatiron,04,2018,Spring
Clifton's Republic,04,2018,Spring
Las Vegas Strip,04,2018,Spring
"Miami Beach, Florida",04,2018,Spring
"Santa Monica, California",04,2018,Spring
Yosemite National Park,04,2018,Spring
"Key West, Florida",04,2018,Spring
Willis Tower,04,2018,Spring
The White House,04,2018,Spring
"Cabbage Beach, Nassau, Bahamas",04,2018,Spring
Zion National Park,04,2018,Spring
Port of Key West,03,2017,Spring
Colorado,04,2018,Spring
"Boston, Massachusetts",04,2018,Spring
Lafitte's Blacksmith Shop,04,2018,Spring
"Manhattan, New York",04,2018,Spring
"Boston, Massachusetts",04,2018,Spring
Yosemite National Park,04,2018,Spring
The Slanted Door,04,2018,Spring
"Hoover Dam, Nevada / Arizona State Line",04,2018,Spring
Enchantment of the Seas,04,2018,Spring
"Los Angeles, California",04,2018,Spring
"Central Chicago, Chicago, Illinois",04,2018,Spring
The Venetian Resort Las Vegas,04,2018,Spring
Strawberry Fields,04,2018,Spring
The Bean - Downtown Chicago,04,2018,Spring
Lincoln Memorial,04,2018,Spring
"Cabbage Beach, Nassau, Bahamas",04,2018,Spring
Kauai,04,2018,Spring
"Dayton, Ohio",04,2018,Spring
Toxic Brew Company,04,2018,Spring
United States,04,2018,Spring
"New York, New York",04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
Best Western Key Ambassador Resort Inn,04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
"Solon, Ohio",04,2018,Spring
"Indian Wells, California",04,2018,Spring
"Moab, Utah",04,2018,Spring
Brooklyn Bridge,04,2018,Spring
Empire State Building,04,2018,Spring
"Niagara Falls, New York",04,2018,Spring
Griffith Observatory,04,2018,Spring
"Bloomingdale, Illinois",04,2018,Spring
Las Vegas Strip,04,2018,Spring
Epcot - Walt Disney World,04,2018,Spring
The Venetian Resort Las Vegas,04,2018,Spring
Universal Studios Hollywood,04,2018,Spring
Hawaii,04,2018,Spring
MUSEUM OF ICE CREAM SAN FRANCISCO,04,2018,Spring
Boston Logan International Airport,04,2018,Spring
MGM Grand Las Vegas,04,2018,Spring
"New York, New York",04,2018,Spring
"New York, New York",04,2018,Spring
"Desert View, Grand Canyon",04,2018,Spring
Hyatt Regency Mission Bay Spa and Marina,04,2018,Spring
Venice Beach L.A.,04,2018,Spring
Statue Of Liberty,04,2018,Spring
First Watch - Fairborn,04,2018,Spring
The Breslin,04,2018,Spring
"Las Vegas, Nevada",04,2018,Spring
"Malibu, California",04,2018,Spring
Joe Strummer Mural,04,2018,Spring
"Times Square, New York City",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
United States Capitol,04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
"Los Angeles, California",04,2018,Spring
Golden Gate Bridge,04,2018,Spring
Chagrin Falls Waterfalls,04,2018,Spring
"New Orleans, Louisiana",04,2018,Spring
The Venetian Resort Las Vegas,04,2018,Spring
인천공항 Incheon Airport,04,2018,Spring
NintendoNYC,04,2018,Spring
Clearwater Beach - Gulf of Mexico,04,2018,Spring
Sands Hotel & Spa,04,2018,Spring
The Cheesecake Factory,04,2018,Spring
"New York Public Library, Stephen A. Schwarzman Building",04,2018,Spring
Hollywood Walk of Fame,04,2018,Spring
Arizona,04,2018,Spring
Yosemite National Park,04,2018,Spring
"Santa Monica, California",04,2018,Spring
Brussels Airport,04,2018,Spring
Coit Tower,04,2018,Spring
"New York, New York",04,2018,Spring
Fenway Park,04,2018,Spring
In-N-Out Burger,04,2018,Spring
Yosemite National Park,04,2018,Spring
230 Fifth Rooftop Bar/Penthouse,04,2018,Spring
Sky Deck Willis Tower (Sears Tower),03,2017,Spring
Montage Deer Valley,01,2017,Winter
In-N-Out Burger,04,2018,Spring
Brooklyn Heights,04,2018,Spring
Maui Meadow Farm,04,2018,Spring
"New York, New York",04,2018,Spring
"Wall Street Bull, New York",04,2018,Spring
Nevada,04,2018,Spring
"Concord, New Hampshire",04,2018,Spring
"Lafayette, Indiana",04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
Statue Of Liberty,04,2018,Spring
Bronner's CHRISTmas Wonderland,04,2018,Spring
Conch Republic Seafood Company,04,2018,Spring
Brooklyn Bridge,04,2018,Spring
United States Capitol,04,2018,Spring
El Paso International Airport (ELP),04,2018,Spring
AmericanAirlines Arena,04,2018,Spring
Yankee Stadium,04,2018,Spring
"Disneyland, Florida",04,2018,Spring
Lombard Street,04,2018,Spring
Empire State Building,04,2018,Spring
Facebook HQ,04,2018,Spring
Horseshoe Bend,04,2018,Spring
The Gum Wall,04,2018,Spring
Oregon,04,2018,Spring
Bellagio Las Vegas,04,2018,Spring
Badwater Basin,04,2018,Spring
"New York, New York",04,2018,Spring
MoMA The Museum of Modern Art,04,2018,Spring
Navy Pier Chicago,04,2018,Spring
Meteor Crater,05,2016,Spring
Empire State Building,04,2018,Spring
Hudson River,04,2018,Spring
"New York, New York",04,2018,Spring
"Santa Monica, California",04,2018,Spring
"Tucson, Arizona",04,2018,Spring
"Austin, Texas",04,2018,Spring
"San Francisco, California",04,2018,Spring
American Museum of Natural History,04,2018,Spring
"Brooklyn, New York",04,2018,Spring
The Capital Grille (Tysons Corner),04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Salt Lake City International Airport (SLC),04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
Grand Canyon National Park,04,2018,Spring
Yosemite National Park,04,2018,Spring
Fisherman's Wharf,04,2018,Spring
Oslo lufthavn Gardermoen,04,2018,Spring
Oslo lufthavn Gardermoen,04,2018,Spring
St. Patrick's Cathedral,04,2018,Spring
The White House,04,2018,Spring
Grand Canyon West,04,2018,Spring
"Los Angeles, California",04,2018,Spring
Roy's Motel and Café,04,2018,Spring
Lower Antelope Canyon,04,2018,Spring
Lincoln Monument,04,2018,Spring
"Palo Alto, California",04,2018,Spring
"Orlando, Florida",04,2018,Spring
Wells Fargo Center,04,2018,Spring
ARIA Resort & Casino,04,2018,Spring
"Times Square, New York, United States of America.",04,2018,Spring
"Wells Beach, Maine",04,2018,Spring
Looney Tunes @ Islands of Adventure/Universal,04,2018,Spring
Ivar's Acres of Clams,04,2018,Spring
Ivar's Acres of Clams,04,2018,Spring
"Times Square, New York City",04,2018,Spring
"Sequoia National Park, California",04,2018,Spring
LaGuardia Airport,04,2018,Spring
Gibson's Steak House,04,2018,Spring
"Chicago, Illinois",04,2018,Spring
Yosemite National Park,04,2018,Spring
"Beverly Hills, California",04,2018,Spring
Las Vegas Strip,04,2018,Spring
"Beverly Hills, California",04,2018,Spring
"Los Angeles, California",04,2018,Spring
Mondelez Intl,04,2018,Spring
"Napa, California",04,2018,Spring
Googleplex,04,2018,Spring
Detroit Metro Airport (DTW),04,2018,Spring
Heathrow Terminal 5,04,2018,Spring
Antelope Canyon,04,2018,Spring
"Cardiff-by-the-Sea, California",04,2018,Spring
"Flatiron District, NYC",04,2018,Spring
"Indian Wells, California",04,2018,Spring
"Rapid City, South Dakota",04,2018,Spring
"Seattle, Washington",04,2018,Spring
Indian Canyons & Tahquitz Canyon,04,2018,Spring
Lincoln Financial Field,04,2018,Spring
Petrified Forest National Park,04,2018,Spring
Salvation Mountain,04,2018,Spring
Moxy Seattle Downtown,04,2018,Spring
"Coronado, California",04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
"Santa Monica, California",04,2018,Spring
Horseshoe Bend,04,2018,Spring
"Kissimmee, Florida",04,2018,Spring
"Miami Beach, Florida",04,2018,Spring
"Mammoth Lakes, California",04,2018,Spring
"Laguna Beach, California",04,2018,Spring
"Boca Raton, Florida",04,2018,Spring
"Washington, District of Columbia",04,2018,Spring
